"class","subclass","supertype","cluster"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","005 L5 IT CTX Glut","0022 L5 IT CTX Glut_5","0065 L5 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0034 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0013 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0014 L6 IT CTX Glut_2","0038 L6 IT CTX Glut_2"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0015 L6 IT CTX Glut_3","0044 L6 IT CTX Glut_3"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0053 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","004 L6 IT CTX Glut","0017 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
"01 IT-ET Glut","003 L5/6 IT TPE-ENT Glut","0008 L5/6 IT TPE-ENT Glut_2","0026 L5/6 IT TPE-ENT Glut_2"
